Date: 2023/12/11   09:10:59,,,,,,,,,,,,
Time,Grip Force_rd1(g),Height_rd1(cm),Grip Force_rd2(g),Height_rd2(cm),Grip Force_rd3(g),Height_rd3(cm),Grip Force_rd4(g),Height_rd4(cm),Grip Force_rd5(g),Height_rd5(cm),Grip Force_rd6(g),Height_rd6(cm)
2277,315.3,26.4,1062.8,24.9,651.4,28.3,2185.3,22.8,1244.5,23,1967.1,23.2
2278,315.3,26.4,1062.8,23.7,651.1,28.3,2195.3,22.8,1244.4,23,1960.6,23.2
2279,310.9,26.4,1057.5,23.7,654.4,28.3,2199.2,24.1,1242,23,1929.8,22.7
2280,310.9,26.4,1057.5,23.7,659.4,28.4,2206.3,24.1,1237.8,23,1929.8,22.7
2281,308.6,26.4,1052.7,23.7,658.9,28.4,2196.6,24.1,1237.8,23.2,1929.8,22.7
2282,308.6,26.4,1052.7,25,652,28.4,2160.8,23.4,1235.5,23.2,1900,22.7
2283,306.9,26.4,1050.3,25,649,28.4,2160.8,23.4,1230.9,23.2,1907.8,22.6
2284,308.3,26.4,1052.8,25,649,28.1,2148.8,23.4,1225.6,23.2,1907.8,22.6
2285,308.8,26.4,1052.4,25,647.7,28.1,2148.8,23.4,1225.6,23.4,1918.8,22.6
2286,308.8,26.4,1055.4,24.3,648.8,28.1,2124.9,23.6,1225.6,23.4,1954,23
2287,303.6,26.1,1058.3,24.3,649.6,28.1,2124.9,23.6,1222.5,23.4,1955.7,23
2288,306.8,26.1,1058.3,24.3,649.6,28.2,2130.8,23.6,1222.5,22.4,1955.7,23
2289,305.4,26.1,1056.9,24.5,650.1,28.2,2156.5,23.6,1220.3,22.4,1944.6,23
2290,305.4,26.7,1054.6,24.5,649.6,28.2,2156.5,23.6,1220.3,22.4,1947.3,23.2
2291,302.1,26.7,1050,24.5,645.1,28.7,2170.3,23.6,1215.8,22.4,1954.3,23.2
2292,309.6,26.7,1050,24.5,645.1,28.7,2177.3,23.6,1215.8,24.2,1954.3,23.2
2293,309.6,26.7,1049.5,24.4,645,28.7,2177.3,22.7,1215.8,24.2,1967.7,23.2
2294,305.6,26.2,1050,24.4,645,28.7,2151,22.7,1220.7,24.2,1964.8,23.4
2295,309.3,26.2,1049.3,24.4,652.5,28.1,2151,22.7,1218.8,24.2,1957.5,23.4
2296,307.8,26.2,1049.3,24.4,652,28.1,2131.9,22.7,1215.8,23.4,1957.5,23.4
2297,308.1,26.2,1053.1,24,652,28.1,2109.4,23,1215.8,23.4,1957.5,23
2298,308.1,26.1,1053.3,24,655.6,28.1,2109.4,23,1215.8,23.4,1942.6,23
2299,301.6,26.1,1052.4,24,655.6,28.7,2099.8,23,1225.8,23.2,1948.8,23
2300,301.6,26.1,1052.4,24.4,653.1,28.7,2105.7,23,1225.8,23.2,1948.8,23
2301,303.8,26.4,1051.2,24.4,653.1,28.7,2125.7,22.8,1227,23.2,1964.1,23.3
2302,303.3,26.4,1052.3,24.4,657,28.4,2137.5,22.8,1227,23.2,1984.6,23.3
2303,303.9,26.4,1052.3,24.4,656.7,28.4,2137.5,22.8,1224.9,23.4,1985.4,23.3
2304,308.1,26.4,1052.3,24.8,650.7,28.4,2156.4,23.7,1220.7,23.4,1985.4,23.3
2305,306.3,26.4,1053.8,24.8,650.7,28.4,2151.6,23.7,1224.9,23.4,1977.6,23.1
2306,310.8,26.4,1052.8,24.8,648.9,27.6,2137.7,23.7,1224.9,23.4,1974.4,23.1
2307,304.2,26.4,1050.5,24.8,648.9,27.6,2137.7,23.7,1231.5,23.5,1974.3,23.1
2308,309,26.4,1046,23.9,654,27.6,2100.8,23.3,1242,23.5,1974.3,23.1
2309,309,26.5,1047,23.9,654.8,27.6,2100.8,23.3,1237.6,23.5,1979.4,23.1
2310,306,26.5,1048.8,23.9,655,27.6,2114.1,23.3,1237.6,23.5,1990.3,23.1
2311,306,26.5,1048.8,24.6,655,27.6,2114.1,23.3,1237.6,23.5,1986.6,23.1
2312,306,26.2,1048.8,24.6,653.7,27.6,2145.6,22.6,1227.8,23.5,1981.5,23.3
2313,306,26.2,1049.5,24.6,653.4,27.8,2166.6,22.6,1229.1,23.5,1981.5,23.3
2314,305.6,26.2,1052.8,24.6,653.4,27.8,2176.7,22.6,1233,23.3,1980,23.3
2315,305.3,26.2,1051,24,653.4,27.8,2176.7,23.1,1229.5,23.3,1980,23.3
2316,305.4,26.3,1049.3,24,656.9,27.8,2167,23.1,1229.5,23.3,1980,23.2
2317,305.4,26.3,1047.8,24,653.5,28.2,2167,23.1,1229.4,23.3,1995.6,23.2
2318,306,26.3,1047.8,24,650.5,28.2,2164.3,23.1,1235,23.1,1992.3,23.2
2319,316.3,26.3,1046.1,24.1,650.5,28.2,2176.8,22.8,1240.3,23.1,1992.3,23.1
2320,320.4,26.3,1044.1,24.1,649.8,28.2,2187.9,22.8,1240.3,23.1,1992.3,23.1
2321,320.4,26.3,1038.8,24.1,647.7,28,2187.9,22.8,1250.8,22.2,1973.3,23.1
2322,324,26.3,1034.7,24.5,647.9,28,2187.2,22.8,1251.9,22.2,1968,23.1
2323,324,26.7,1034.7,24.5,647.9,28,2187.2,22.7,1251.9,22.2,1963,23.4
2324,324,26.7,1034.7,24.5,647.1,27.8,2183.7,22.7,1244.1,22.2,1953.6,23.4
2325,318.4,26.7,1029.8,24.5,654,27.8,2188.2,22.7,1234.8,23.2,1936.8,23.4
2326,321,26.7,1024.2,24,654,27.8,2186.8,22.7,1230.3,23.2,1932.9,23.4
2327,321.3,26.7,1024.2,24,654,27.8,2197.5,22.7,1231.3,23.2,1932.9,23.2
2328,322.2,26.7,1022.1,24,651.8,28,2199.2,22.7,1231.3,23.2,1932.9,23.2
2329,330.3,26.7,1024.2,24,649.2,28,2215.9,22.7,1238.5,23.9,1954.5,23.2
2330,330.3,26.7,1020.3,24.8,649,28,2230.2,22.8,1242.6,23.9,1961.1,22.7
2331,352.2,26.8,1013.7,24.8,644.1,28,2266.2,22.8,1244.4,23.9,1961.1,22.7
2332,352.2,26.8,1003.5,24.8,641.4,28.7,2270.8,22.8,1243,22.9,1969.9,22.7
2333,356.3,26.8,998.1,24,648.3,28.7,2260.3,22.8,1243,22.9,1972.5,22.7
2334,357.8,26.7,989.8,24,648.3,28.7,2260.3,22.8,1235.3,22.9,1980.1,22.9
2335,357.6,26.7,982.3,24,648.6,27.9,2241.2,22.8,1227.5,22.9,1980.1,22.9
2336,355.3,26.7,973.6,24,648.6,27.9,2217.3,22.8,1227.5,23.2,1996.2,22.9
2337,355.3,26.7,971.7,24.7,669.8,27.9,2224.5,22.4,1215.9,23.2,1998.4,22.9
2338,352.1,26.4,967.5,24.7,669.8,27.9,2224.5,22.4,1215.9,23.2,1997.5,23.6
2339,355.6,26.4,967.5,24.7,674.7,28.9,2238.2,22.4,1214.7,23.2,1997.5,23.6
2340,358.5,26.4,963.9,24.7,676.8,28.9,2232.2,22.4,1214.7,22.8,2001.4,23.6
2341,358.5,26.4,959.4,25,673.9,28.9,2223.6,23,1219.3,22.8,2022.4,23
2342,402.3,26.7,959.4,25,673.9,28.9,2223.6,23,1224.1,22.8,2029.3,23
2343,412.1,26.7,959.4,25,671.3,28.3,2214.6,23,1224.1,23.1,2026,23
2344,412.1,26.7,964.5,25.3,671.3,28.3,2197.8,23,1222.8,23.1,2026,23
2345,412.1,25.9,965.5,25.3,671.5,28.3,2197.8,23,1220.5,23.1,2043.8,23.9
2346,427.2,25.9,966.9,25.3,671.5,27.5,2197.8,23,1216.6,23.1,2050.5,23.9
2347,418.5,25.9,967.3,25.3,674.1,27.5,2221.2,23,1216.6,23.6,2055,23.9
2348,418.5,25.9,968.7,23.9,674.3,27.5,2238,23.7,1230.6,23.6,2058.8,23.9
2349,409.8,26.3,969,23.9,674.7,27.5,2239.9,23.7,1230.6,23.6,2093.5,22.7
2350,395.1,26.3,969,23.9,674.7,28.4,2239.9,23.7,1240.2,23.6,2093.5,22.7
2351,389.1,26.3,970,23.9,675,28.4,2221.9,23.7,1240.2,23.4,2093.5,22.7
2352,382.9,26.3,970,24.4,677.5,28.4,2221.9,23.2,1244.1,23.4,2094.2,23.5
2353,369.8,26.1,970,24.4,680.3,28.4,2217,23.2,1244.1,23.4,2089.3,23.5
2354,361.2,26.1,970,24.4,680.3,28.7,2220.4,23.2,1243,23.4,2089.3,23.5
2355,360.3,26.1,966,24.5,681.9,28.7,2220.4,23.2,1243,23.4,2088,23.5
2356,360.3,25.7,961.5,24.5,694.5,28.7,2235.2,23.2,1241,23.4,2088,23.4
2357,352.2,25.7,959.4,24.5,694.5,27.3,2235.2,23.2,1250.4,23.4,2093.5,23.4
2358,350.1,25.7,958.3,24.5,699.4,27.3,2229.6,23.2,1252.8,23.6,2093.5,23.4
2359,347.1,25.7,958.6,24,703.8,27.3,2229.6,23.1,1252.8,23.6,2068.7,23.4
2360,347.1,25.3,960.3,24,702.6,27.3,2193.3,23.1,1250.1,23.6,2038,23
2361,340.5,25.3,960.6,24,700.4,28,2193.3,23.1,1245.8,23.6,2033.3,23
2362,337.5,25.3,960.6,24,700.4,28,2177.5,23.1,1243.3,23.8,2033.3,23
2363,335.8,25.3,960,24.7,705.1,28,2177.5,22.8,1243.3,23.8,2041.3,23.1
2364,335.8,25,958.6,24.7,706.6,28,2189.8,22.8,1245.8,23.8,2055.6,23.1
2365,330.4,25,955.6,24.7,708.6,28.4,2189.8,22.8,1251.6,23.4,2061.4,23.1
2366,330.4,25,955.6,24.7,708.6,28.4,2170.7,22.8,1257,23.4,2061.4,23.1
2367,325.1,25.4,960.3,24.7,717.9,28.4,2170.7,23.6,1257,23.4,2058.4,23.4
2368,325.5,25.4,963,24.7,726,28.1,2154,23.6,1257.9,23.4,2043.6,23.4
2369,325.5,25.4,960.9,24.7,731.3,28.1,2154,23.6,1256,24.2,2035,23.4
2370,327.4,25.4,960.9,24.5,730.9,28.1,2149.9,23.4,1256.7,24.2,2035,23.4
2371,327.4,24.8,962.3,24.5,730.5,28.1,2149.9,23.4,1256.7,24.2,2017.8,23.2
2372,323.1,24.8,957.6,24.5,730.5,28.8,2150.4,23.4,1256.5,24.2,2019.4,23.2
2373,328.1,24.8,956.4,24.5,728.7,28.8,2150.4,23.4,1257.8,24,2021.1,23.2
2374,327.4,24.8,956.4,25.1,725.5,28.8,2139.2,22.7,1255.6,24,2021.1,22.7
2375,327.4,24,955.8,25.1,725.5,28.8,2148.2,22.7,1251.9,24,2004.6,22.7
2376,327.4,24,957,25.1,730,29.5,2155,22.7,1249.6,23.7,2014.3,22.7
2377,327.1,24,958.9,24.6,730,29.5,2155,22.7,1249.6,23.7,2014.3,22.7
2378,331.1,23.8,958.9,24.6,733.4,29.5,2158.3,23.7,1247.8,23.7,2025.3,23.5
2379,331.1,23.8,963.9,24.6,746.3,29,2152.9,23.7,1251.1,23.7,2025.3,23.5
2380,331.2,23.8,965.7,24.6,759.4,29,2144.1,23.7,1251.1,23.6,2061.9,23.5
2381,328.6,23.8,964,25.1,759.4,29,2134.7,22.6,1257.1,23.6,2071,23.5
2382,325.1,24.4,964,25.1,759.6,29,2128.5,22.6,1262.7,23.6,2072.7,22.9
2383,325.1,24.4,967.8,25.1,759.6,28.1,2133.4,22.6,1267.2,23.6,2072.7,22.9
2384,323.6,24.4,970.3,25.1,760.6,28.1,2133.4,22.6,1269.6,23.2,2072.8,22.9
2385,317.7,24.4,970.3,25.2,760.6,28.1,2133.4,22.6,1269.6,23.2,2066.8,23.4
2386,317.6,24.6,970.3,25.2,770.1,28.1,2141.5,22.6,1267.5,23.2,2063.3,23.4
2387,317.6,24.6,967,25.2,778.6,28.4,2143.8,22.6,1261,24.2,2063.3,23.4
2388,315.1,24.6,963.3,24.6,783,28.4,2139.9,22.6,1256.1,24.2,2085,23.4
2389,310.2,24.6,963.3,24.6,783,28.4,2139.9,23.2,1248.5,24.2,2085,23
2390,304.6,24.6,963.1,24.6,786,29.2,2112.8,23.2,1248.5,24.2,2093.1,23
2391,304.6,24.6,959.7,24.6,793.9,29.2,2091.4,23.2,1247.1,24.2,2101.7,23
2392,306.3,24.6,951.3,24.9,801,29.2,2091.4,22.3,1250.8,24.2,2118.2,23
2393,298.6,24.7,951.3,24.9,801,29.2,2089.8,22.3,1256.1,24.2,2118.2,23.3
2394,297.1,24.7,949.2,24.9,801.4,29,2089.8,22.3,1256.1,24.2,2150.7,23.3
2395,297.1,24.7,943.5,24.9,792,29,2102.5,22.3,1261.3,23.8,2150.7,23.3
2396,296.6,24.7,947.3,24.9,792,29,2102.5,23,1261.5,23.8,2185,23.2
2397,292.9,25.9,947.3,24.9,792,29,2087.3,23,1263,23.8,2185,23.2
2398,292.5,25.9,950.5,24.9,796,28.6,2087.3,23,1263,23.6,2186.8,23.2
2399,291.3,25.9,952.5,25.1,800.3,28.6,2060.7,23,1268.7,23.6,2175,23.2
2400,287.6,25.4,960.1,25.1,803.3,28.6,2047.6,22.7,1267,23.6,2167,23.4
2401,285.1,25.4,960.1,25.1,803.3,27.7,2038.3,22.7,1265.4,23.6,2167,23.4
2402,283.5,25.4,960.3,25.1,802.9,27.7,2041.2,22.7,1265.4,23.6,2146.7,23.4
2403,281.7,25.4,972,24.7,806.3,27.7,2041.2,22.6,1265,23.6,2131.7,23.4
2404,281.7,25.1,973.8,24.7,806.3,27.7,2059,22.6,1268.5,23.6,2133.3,23.2
2405,273.8,25.1,973.8,24.7,809.5,29.1,2069.3,22.6,1275.6,23.6,2133.3,23.2
2406,273.8,25.1,980.8,24.7,809.5,29.1,2088.2,22.6,1274.3,23.9,2142.8,23.2
2407,269.3,25.1,984.4,24.2,820.5,29.1,2089.8,22.3,1274.3,23.9,2144.7,23.1
2408,269.3,25.7,985.6,24.2,820.5,29.1,2089.8,22.3,1273,23.9,2145,23.1
2409,268.5,25.7,985.6,24.2,817.9,28.5,2093.3,22.3,1273.5,24.6,2145,23.1
2410,268.5,25.7,1000.2,24.9,815.4,28.5,2093.3,22.3,1273.5,24.6,2143.3,23.1
2411,266.4,25.6,1000.2,24.9,809.9,28.5,2105.8,23,1276.8,24.6,2139.4,23.2
2412,266.4,25.6,1006.5,24.9,809.9,28.3,2105.8,23,1276.8,24.6,2131.5,23.2
2413,264.1,25.6,1006.5,24.9,808.9,28.3,2107.3,23,1282.3,24.1,2118.3,23.2
2414,264.1,25.6,1012.3,24.3,817.6,28.3,2094.6,22.7,1281,24.1,2118.3,23.2
2415,261.3,26.4,1019.5,24.3,823,28.3,2087.8,22.7,1281,24.1,2070.9,23.5
2416,261.3,26.4,1020.8,24.3,823,28.7,2087.8,22.7,1274.1,24.1,2070.9,23.5
2417,258,26.4,1015.9,24.3,823.5,28.7,2078.3,22.7,1274.1,23.1,2070.9,23.5
2418,258,26.4,1015.9,24.2,824.5,28.7,2063.8,22.4,1274.1,23.1,2054.5,23.7
2419,253.8,25.3,1007.7,24.2,820.4,28.7,2050.8,22.4,1289.5,23.1,2046,23.7
2420,255.3,25.3,1007.7,24.2,820.4,28.4,2050.8,22.4,1292.8,24.1,2044.8,23.7
2421,252.8,25.3,1005.9,24.6,810.6,28.4,2046.8,22.4,1292.8,24.1,2041.9,23.7
2422,252,26.2,1005.3,24.6,799.4,28.4,2046.8,24.1,1301.3,24.1,2041.9,23.5
2423,248.3,26.2,1003.5,24.6,799,29,2043.4,24.1,1299.5,24.1,2040.9,23.5
2424,251.7,26.2,1003.6,24.6,799,29,2043.4,24.1,1294.5,24.3,2040.1,23.5
2425,250.5,26.2,1002.4,24.6,800.3,29,2038.6,23.1,1294.5,24.3,2040.1,23.5
2426,250.9,26.4,1003.8,24.6,800.1,29,2019.4,23.1,1296,24.3,2065.8,23.2
2427,249.9,26.4,1003.8,24.6,797.7,28.9,2015.4,23.1,1297.3,24.3,2065.8,23.2
2428,249.9,26.4,1004.7,24.6,797.7,28.9,2015.4,23.1,1300,24,2077.7,23.2
2429,246.8,26.4,1006.5,24.5,796.2,28.9,2050.5,23,1300,24,2076,23.2
2430,246.8,25.6,1007.5,24.5,800.1,28.9,2050.5,23,1300.2,24,2072.4,23.2
2431,243,25.6,1015.6,24.5,801.8,28.3,2055.2,23,1294.2,24.3,2077.7,23.2
2432,241.2,25.6,1020,24.5,801.8,28.3,2050.2,23,1295,24.3,2077.7,23.2
2433,235.8,25.3,1022.3,24.8,795.1,28.3,2036.8,22.3,1295,24.3,2081.5,23.2
2434,235.8,25.3,1019.1,24.8,795.1,28.4,2025.6,22.3,1295.4,24.3,2081.5,23.2
2435,240,25.3,1019.1,24.8,783,28.4,2008.5,22.3,1298.5,24,2077,23.2
2436,235.9,25.3,1010.7,24.2,780.3,28.4,2008.5,22.3,1302.6,24,2077,23.2
2437,235.9,26.3,1010.3,24.2,780.3,28.4,1990.2,22.3,1302.6,24,2061.6,22.8
2438,235.9,26.3,1003.6,24.2,788.1,28.4,1988.1,22.3,1311,24,2047,22.8
2439,232.6,26.3,1002.6,24.2,788.1,28.4,1988.1,22.3,1311,23.8,2042.7,22.8
2440,230.3,26.3,1002.6,24.4,787.9,28.4,1995.9,22.2,1310.5,23.8,2042.7,23.6
2441,230.3,25.5,1007.3,24.4,787.9,28.4,1993.3,22.2,1310.5,23.8,2044.5,23.6
2442,224.3,25.5,1010.8,24.4,779.7,28.4,1986.9,22.2,1311.9,23.5,2051.7,23.6
2443,224.3,25.5,1010.8,24.4,776.1,28.4,1986.9,22.2,1307.1,23.5,2047.2,23.6
2444,225.2,25.3,1010.8,24.1,776.1,28.4,1973.3,23.2,1302.1,23.5,2047.2,22.8
2445,225.2,25.3,1015,24.1,767.7,27.9,1965.1,23.2,1302.1,23.5,2039.3,22.8
2446,223.5,25.3,1024,24.1,764.3,27.9,1960.5,23.2,1298.5,23.4,2031,22.8
2447,223.2,25.3,1026,25.2,760.6,27.9,1960.5,22.9,1303.8,23.4,2031,22.8
2448,221.7,25.3,1026,25.2,757.5,27.9,1961.3,22.9,1303.8,23.4,2027.3,24.1
2449,223,25.3,1029.6,25.2,750.9,28.6,1966.9,22.9,1301.8,23.4,2033.4,24.1
2450,222.3,25.3,1029.6,25.2,747.4,28.6,1969.2,22.9,1298.5,22.9,2051.4,24.1
2451,220,25.3,1030.6,24.6,747.4,28.6,1969.2,22.7,1289,22.9,2059.7,22.9
2452,218.5,25.6,1024.8,24.6,747.4,28.6,1963,22.7,1289,22.9,2059.7,22.9
2453,218.5,25.6,1024.8,24.6,748.4,27.8,1952.5,22.7,1277.8,23.8,2074.7,22.9
2454,216.3,25.6,1016.5,24.6,747.8,27.8,1946.8,22.7,1277.8,23.8,2077.7,22.9
2455,213.4,25.5,1018,24.8,747.8,27.8,1946.8,23.8,1271.8,23.8,2077.7,23.3
2456,211.7,25.5,1013.7,24.8,731.7,27.8,1944,23.8,1271.8,23.8,2076.2,23.3
2457,211.7,25.5,1021.5,24.8,731.7,27.8,1952.5,23.8,1270.2,22.8,2070.4,23.3
2458,212.7,25.5,1021.5,23.9,731.7,27.8,1950.8,22.4,1270.2,22.8,2057.1,23.3
2459,211.3,24.7,1034.3,23.9,731.3,27.8,1948,22.4,1271.5,22.8,2049,23.3
2460,206.7,24.7,1038,23.9,742.2,28.7,1948,22.4,1275.8,22.8,2047.9,23.3
2461,206.7,24.7,1035.8,23.9,745.8,28.7,1948.8,22.4,1273.2,24.4,2047.9,23.3
2462,210.4,24.7,1037.5,24.4,741.8,28.7,1948.8,22.4,1272.1,24.4,2071.3,23.2
2463,207.8,24.8,1037.5,24.4,741.8,28.7,1948.8,22.4,1274.8,24.4,2071.3,23.2
2464,208.3,24.8,1037.5,24.4,741,28.2,1942.2,22.4,1274.4,23.7,2071.3,23.2
2465,208.3,24.8,1027.6,24.4,740.9,28.2,1938.3,22.4,1269.1,23.7,2071.3,23.2
2466,207.3,25.1,1025.4,24.6,745.4,28.2,1914.9,22.8,1258.2,23.7,2034.3,23
2467,206.1,25.1,1025.4,24.6,745.4,27.8,1908.4,22.8,1255.6,23.7,2034.3,23
2468,206.8,25.1,1030.6,24.6,747.4,27.8,1907.3,22.8,1255.6,24,2047.3,23
2469,206.8,25.1,1038.6,24.6,747.4,27.8,1907.3,22.7,1251.6,24,2076,23
2470,204.6,25.3,1038.1,24.6,748.2,27.8,1915.8,22.7,1248.1,24,2090.7,23.5
2471,201.6,25.3,1038.1,24.6,748.2,27.9,1919.5,22.7,1247.8,24,2099.3,23.5
2472,201.6,25.3,1038.6,24.6,744.3,27.9,1915.8,22.7,1247.8,23.9,2074.8,23.5
2473,201.6,25.3,1036.5,24.3,744.3,27.9,1900.9,23.1,1248.5,23.9,2050.5,23.5
2474,199,24.8,1034,24.3,741.1,27.9,1900.9,23.1,1248.8,23.9,2041.5,23.5
2475,198.3,24.8,1034,24.3,742.9,29.2,1900.9,23.1,1245,23.6,2041.5,23.5
2476,197.7,24.8,1030,24.3,742.9,29.2,1892.5,23.1,1245,23.6,2036.1,23.5
2477,192.3,24.3,1027.5,24.8,742.9,29.2,1904.8,22.8,1237.5,23.6,2029,23.3
2478,193.5,24.3,1027.8,24.8,743.7,28.2,1904.8,22.8,1237.5,23.6,2007.9,23.3
2479,192.6,24.3,1027.8,24.8,745.4,28.2,1933.5,22.8,1225,23.9,2007.9,23.3
2480,192.6,24.3,1027,24.2,753.6,28.2,1953.4,23,1225,23.9,1995.9,23.3
2481,188.3,25.1,1027,24.2,757,28.2,1948.5,23,1225.5,23.9,1985.5,22.7
2482,188.3,25.1,1025.3,24.2,757,28.6,1948.5,23,1223.7,23.9,1981,22.7
2483,187.7,25.1,1025.3,24.2,764.4,28.6,1933.6,23,1219.2,24.4,1981,22.7
2484,187.7,25.1,1021.2,23.7,764.4,28.6,1914.3,22.9,1213.5,24.4,1964.1,22.8
2485,187.2,24.3,1021.5,23.7,764.1,28.6,1909.3,22.9,1213.5,24.4,1964.1,22.8
2486,185.7,24.3,1022.4,23.7,762.1,28.2,1909.3,22.9,1195.6,23.8,1953.8,22.8
2487,184.5,24.3,1022.4,23.7,763,28.2,1907.4,22.9,1196.4,23.8,1953.8,22.8
2488,184.5,24.6,1027.8,24.3,765.9,28.2,1909.2,23.1,1196.4,23.8,1947,22.8
2489,183.4,24.6,1030,24.3,772.8,28.6,1919.3,23.1,1200.6,23.8,1923.3,22.8
2490,183.4,24.6,1031,24.3,772.8,28.6,1919.3,23.1,1202.3,23.8,1923.8,22.8
2491,183,24.6,1031,23.7,770.3,28.6,1929.8,22.9,1200,23.8,1921.8,22.8
2492,183,24.5,1024.5,23.7,771.3,28.6,1927.5,22.9,1200.6,23.8,1921.8,22.1
2493,181,24.5,1024.5,23.7,764.5,27.4,1913.8,22.9,1198.5,23.8,1923,22.1
2494,180.6,24.5,1016.4,23.7,764.5,27.4,1913.8,22.9,1201.6,23.4,1923,22.1
2495,180,24.5,1016.4,23.4,765.9,27.4,1905.3,22.7,1201.6,23.4,1936,22.2
2496,180,24.8,1022.1,23.4,769.9,27.4,1898.5,22.7,1204.8,23.4,1959.4,22.2
2497,179.4,24.8,1023.4,23.4,774.8,28.4,1892.8,22.7,1204.8,23.8,1990.8,22.2
2498,180.6,24.8,1023.4,23.4,777.4,28.4,1885.8,22.7,1208.1,23.8,1990.8,22.2
2499,180.4,24.1,1028.5,24.2,777.4,28.4,1885.8,22.4,1212,23.8,1967.7,22.9
2500,180.4,24.1,1031.4,24.2,772.9,28.1,1880.7,22.4,1211.8,23.8,1967.7,22.9
2501,176.8,24.1,1029.9,24.2,772.5,28.1,1877.8,22.4,1215.1,23.4,1940.4,22.9
2502,176.7,24.1,1029.9,23.4,772.5,28.1,1877.8,23,1216.6,23.4,1940.4,22.9
2503,176.7,24.4,1027.8,23.4,777.3,28.1,1885.9,23,1216.6,23.4,1940.4,22.9
2504,180.2,24.4,1020.8,23.4,777.3,28.2,1885.9,23,1221,23.4,1962.3,22.9
2505,178.2,24.4,1014.1,23.4,773.4,28.2,1887.4,23,1227.5,23.3,1971.1,22.9
2506,177.4,24.4,1014.1,22.9,773.4,28.2,1885.5,23,1228,23.3,1971.1,22.4
2507,177.2,24.2,1014.1,22.9,774.4,28.2,1885.5,23,1228,23.3,1974.3,22.4
2508,177.2,24.2,1014.6,22.9,769,28.5,1864.8,23,1225.3,24.1,1945.3,22.4
2509,177.3,24.2,1015.8,22.9,769.2,28.5,1864.8,23,1220.7,24.1,1925.8,22.4
2510,176.5,24.7,1015.8,23.5,771.3,28.5,1836.9,22,1220.7,24.1,1925.8,22.4
2511,176.5,24.7,1017.9,23.5,771.3,28.2,1836.9,22,1220.7,24.1,1906.5,22.4
2512,175.5,24.7,1014.3,23.5,761.7,28.2,1827.8,22,1218.9,23.1,1899.8,22.4
2513,175.5,24.7,1012.3,23.3,761.7,28.2,1827.8,22,1221.1,23.1,1904.4,22.4
2514,173.1,24.2,1005.3,23.3,761.7,28.2,1826.1,22,1223,23.1,1904.4,22.7
2515,175,24.2,1006.3,23.3,766.4,28.6,1826.1,22,1223,23.1,1902.1,22.7
2516,173.5,24.2,1005.4,23.3,769.5,28.6,1824.8,22,1232.3,24.2,1873.3,22.7
2517,173.5,24.2,1002.3,23.1,769.5,28.6,1824.8,22.6,1233.9,24.2,1864.3,22
2518,172.7,23.9,1002.3,23.1,771.9,28.6,1821.5,22.6,1234.8,24.2,1864.3,22
2519,172.7,23.9,994.8,23.1,771.9,28.2,1827.9,22.6,1234.8,23.4,1861.5,22
2520,173.1,23.9,994.8,23.1,763.6,28.2,1833.6,22.6,1241.5,23.4,1859.7,22
2521,173.1,24.3,988.2,23.2,760.6,28.2,1836.8,22.6,1241.5,23.4,1859.8,22.9
2522,171.9,24.3,988.2,23.2,762.8,29,1837.8,22.6,1241.5,23.4,1859.8,22.9
2523,171.9,24.3,979.9,23.2,770.1,29,1851.8,22.6,1249.5,23.5,1851.1,22.9
2524,170.4,24.3,967.9,23.2,768.1,29,1863.9,22.3,1254.5,23.5,1863,22.9
2525,169,24.4,957.6,23.2,768.1,29,1871.7,22.3,1264.2,23.5,1863,22.6
2526,169,24.4,947.4,23.2,765.8,28.4,1870.9,22.3,1264.2,23.5,1868.1,22.6
2527,168.2,24.4,947.4,23.2,757.6,28.4,1871.4,22.3,1259.8,24,1868.1,22.6
2528,167.3,24.4,933.6,23.5,753.9,28.4,1868.1,22.3,1259.8,24,1849.8,22.2
2529,162,24.5,933.6,23.5,753.9,28.4,1868.1,22.3,1248.5,24,1832.5,22.2
2530,165.9,24.5,926.5,23.5,756.3,28.6,1869.3,22.3,1248.5,23.6,1812,22.2
2531,164.4,24.5,918.1,23.5,756.1,28.6,1876,22.3,1242.3,23.6,1812,22.2
2532,166.8,24.9,891.4,23,764.1,28.6,1874.7,22.3,1237.6,23.6,1812,22.4
2533,165,24.9,891.4,23,764.1,28.5,1874.7,22.3,1233,23.6,1794.6,22.4
2534,167.1,24.9,854.4,23,753.9,28.5,1887,22.3,1233,23.6,1794.6,22.4
2535,168.4,24.9,854.4,23.6,741.8,28.5,1888.3,22.3,1241.4,23.6,1794.6,22.4
2536,168.9,24,813.8,23.6,744,28.5,1882.9,22.3,1241.4,23.6,1713.3,22.4
2537,168.6,24,813.8,23.6,744,27.7,1882.9,22.3,1249,23.6,1713.3,22.4
2538,165,24,793.9,23.6,757.5,27.7,1880.8,22.3,1249,23,1697.7,22.4
2539,165,24,793.9,23.7,760.8,27.7,1886.8,22,1260.9,23,1691.5,22.4
2540,168.9,24,742,23.7,760.8,27.7,1897.9,22,1264.2,23,1684.6,22.4
2541,168.2,24,717.1,23.7,760.8,28.1,1897.9,22,1262.7,24.1,1681,22.4
2542,168.2,24,699.4,23.7,752.9,28.1,1915.5,22,1262.7,24.1,1683.3,22.4
2543,168.2,24.6,652.8,24.2,744.4,28.1,1932.4,22.3,1258.3,24.1,1683.3,22.8
