Date: 2023/12/11   09:10:59,,,,,,,,,,,,
Time,Grip Force_rd1(g),Height_rd1(cm),Grip Force_rd2(g),Height_rd2(cm),Grip Force_rd3(g),Height_rd3(cm),Grip Force_rd4(g),Height_rd4(cm),Grip Force_rd5(g),Height_rd5(cm),Grip Force_rd6(g),Height_rd6(cm)
1148,331.6,25.6,649.6,23.5,462.1,15.1,1691.1,22.2,2172.2,16.6,1230.1,25
1149,335.7,25.6,649.6,23.4,475,15.1,1684.2,22.1,2171.4,16.6,1230.1,24.7
1150,342.8,25.2,635.9,23.4,476.4,15.1,1684.2,22.1,2186.5,16.6,1237.3,24.7
1151,351.3,25.2,635.9,23.4,476.4,15.1,1670.4,22.1,2203,16.5,1237.3,24.7
1152,354.8,25.2,625.9,23.4,468.6,15.1,1670.4,22.1,2196.9,16.5,1242.1,24.7
1153,354.8,25.7,625.9,23.4,468.6,15.1,1673.5,22.1,2196.9,16.5,1241.5,25.1
1154,357,25.7,593.9,23.4,463.3,15.2,1673.5,22.1,2145.6,16.5,1242.3,25.1
1155,359.7,25.7,593.9,23.4,463.3,15.2,1663.5,22.1,2124.3,16.7,1242.3,25.1
1156,367.2,25.7,585.1,23.3,468.9,15.2,1651,22.1,2100.9,16.7,1244.7,25.1
1157,367.2,25.8,565.5,23.3,475.5,15.2,1643.3,23,2113.9,16.7,1246,25.2
1158,373.8,25.8,555.3,23.3,476.8,15.4,1643.3,23,2120.7,16.7,1248.9,25.2
1159,388.2,25.8,555.3,23.3,476.8,15.4,1629.3,23,2121.6,17.3,1248.6,25.2
1160,393.1,25.8,548.4,23.3,472.6,15.4,1636.6,22.6,2121.6,17.3,1248.6,25.2
1161,393.1,25.8,534.9,23.3,472.9,15.4,1636.5,22.6,2115.2,17.3,1249.5,25.2
1162,395.8,25.8,532,23.3,464.5,15,1636.5,22.6,2115.2,17.2,1249.5,25.2
1163,389.1,25.8,532,23.3,464.5,15,1635.3,22.6,2093.4,17.2,1260.6,25.2
1164,389.1,26,528.9,23,465.9,15,1633.2,22.7,2093.4,17.2,1274.3,25.8
1165,391.5,26,526.2,23,467.5,14.8,1639.6,22.7,2059.2,17.2,1286.8,25.8
1166,394.5,26,520.6,23,467.5,14.8,1629.1,22.7,2026.3,17.3,1286.8,25.8
1167,395.4,26,520.6,23,470.7,14.8,1629.1,22.7,2021.8,17.3,1289.1,25.8
1168,398.7,25.2,511.9,23,473.3,14.8,1598.4,23.7,2019.8,17.3,1289.1,25.7
1169,398.7,25.2,505.6,23,473.3,15.5,1597.6,23.7,2019.8,17.3,1286.4,25.7
1170,404.6,25.2,501.4,23,472.6,15.5,1597.2,23.7,1987.9,18,1286.4,25.7
1171,407.6,25.2,501.4,23.8,472.6,15.5,1593.6,23,1987.9,18,1287.8,25.9
1172,407.6,25.7,483.4,23.8,466.5,15.5,1583.5,23,1967.5,18,1287.8,25.9
1173,407.6,25.7,476.7,23.8,466.5,15.5,1583.5,23,1967.5,17.9,1298,25.9
1174,413.3,25.7,464.4,23.8,464.1,15.5,1590.9,23,1944.1,17.9,1298,25.9
1175,418.3,25.3,456.6,23.6,464.1,15.5,1590.9,22.8,1944.1,17.9,1312.2,25.7
1176,421.3,25.3,449.8,23.6,468.9,15.4,1581.9,22.8,1915.8,17.9,1312.2,25.7
1177,421.3,25.3,446.7,23.6,466.8,15.4,1581.9,22.8,1915.8,18.1,1318.8,25.7
1178,433.9,25.3,445.5,23.9,466.8,15.4,1581.9,22.8,1885.6,18.1,1318.8,25.7
1179,449.8,25.4,445.5,23.9,464.7,15.4,1551.8,23.5,1885.6,18.1,1319.7,26
1180,449.8,25.4,439.9,23.9,462.9,15.2,1538.4,23.5,1874.1,18.1,1320.8,26
1181,452.3,25.4,435,23.9,455.8,15.2,1538.4,23.5,1870.8,17.9,1332.3,26
1182,452.3,25.4,435,23.2,455.8,15.2,1550.1,23.2,1863.3,17.9,1332.3,25.4
1183,484.2,25.1,431.6,23.2,453,15.2,1550.1,23.2,1854.6,17.9,1337.3,25.4
1184,484.2,25.1,429.4,23.2,453,15.8,1555.3,23.2,1838.5,18.2,1346.3,25.4
1185,493.9,25.1,423,23.2,448.8,15.8,1555.3,23.2,1827,18.2,1346.3,25.4
1186,505,25.3,423,23.7,448.8,15.8,1546.6,23.4,1785.1,18.2,1354.2,25.4
1187,515.4,25.3,421.5,23.7,442.9,15.6,1546.3,23.4,1785.1,18.2,1382.5,25.4
1188,530.1,25.3,415.8,23.7,438.6,15.6,1542.6,23.4,1753.5,18.5,1400.7,25.4
1189,540.3,25.3,415.8,24.2,435.1,15.6,1542.6,23.4,1753.5,18.5,1421.7,25.4
1190,554.1,26.1,410.3,24.2,435.1,15.6,1540.6,23.3,1729.8,18.5,1421.7,25.2
1191,577.5,26.1,406.2,24.2,429.1,15.9,1541.8,23.3,1729.8,18.5,1463.7,25.2
1192,577.5,26.1,401.8,24.2,430.6,15.9,1537.6,23.3,1719.5,18.5,1484.1,25.2
1193,596.7,26.1,399,23.8,427.9,15.9,1534.2,24.2,1719.5,18.5,1499.1,24.9
1194,616.8,25.4,395.8,23.8,427.9,15.9,1526.3,24.2,1716.9,18.5,1499.1,24.9
1195,632.1,25.4,391.1,23.8,421.6,16,1522.3,24.2,1716.9,19.1,1515.5,24.9
1196,632.1,25.4,390.3,23.8,416.4,16,1519.3,24.2,1708.5,19.1,1563.3,24.9
1197,669.9,25.2,390.4,24.1,413.8,16,1519.3,23.7,1683,19.1,1593.9,24.9
1198,692.9,25.2,390.4,24.1,410.1,15.8,1513.2,23.7,1673.7,19.1,1593.9,24.9
1199,739.9,25.2,394.2,24.1,403.9,15.8,1508.7,23.7,1667.5,18.7,1686.1,24.9
1200,739.9,25.2,393.4,24.1,404.1,15.8,1508,23.7,1667.5,18.7,1686.1,24.9
1201,752.5,25.4,396.9,24.1,404.4,15.8,1508,24,1664.4,18.7,1716,24.7
1202,836.3,25.4,396.9,24.1,404.4,16.3,1503.3,24,1658,18.7,1716,24.7
1203,836.3,25.4,395.3,24.1,405.4,16.3,1503.9,24,1658,18.7,1747.6,24.7
1204,836.3,25.4,395.3,24.8,406.5,16.3,1496.4,24.6,1651.5,18.7,1755,24.7
1205,882.3,25.7,379.8,24.8,406.5,16.3,1496.4,24.6,1618,18.7,1755,24.7
1206,925.8,25.7,379.8,24.8,406.5,16.2,1497,24.6,1618,19.4,1774.6,24.7
1207,956.1,25.7,369.8,24.8,409.3,16.2,1497,24.6,1618,19.4,1808.4,24.7
1208,956.1,26.1,367.5,24,408.1,16.2,1494.6,24.2,1595,19.4,1881,25
1209,1037,26.1,363.8,24,407.7,16,1492.5,24.2,1593.3,19.4,1881,25
1210,1115,26.1,361.8,24,407.8,16,1492.5,24.2,1593.3,19.3,1910.4,25
1211,1115,26.1,361.8,24.1,410.6,16,1480.6,24.2,1592.1,19.3,1940.4,25
1212,1115,25.8,363.4,24.1,414.8,16,1480.6,23.9,1588.2,19.3,1983.4,24.8
1213,1143.5,25.8,363.4,24.1,414.8,16.6,1479.6,23.9,1565.4,19.3,1999.8,24.8
1214,1215.9,25.8,360.9,24.1,415.1,16.6,1479.6,23.9,1565.4,19.7,2005.6,24.8
1215,1240,25.8,361.1,23.8,415.1,16.6,1490.4,23.7,1556.3,19.7,2006.8,25.1
1216,1270.3,25.5,356.7,23.8,416.8,16.6,1491,23.7,1551.6,19.7,2020.6,25.1
1217,1270.3,25.5,356.7,23.8,416.8,16.2,1485,23.7,1544.8,19.8,2020.6,25.1
1218,1308.5,25.5,351.9,23.8,414.4,16.2,1485,23.7,1544.8,19.8,2025.8,25.1
1219,1328,25.7,351.9,23.9,414.4,16.2,1478.7,23.6,1543.2,19.8,2037.3,25.2
1220,1345.8,25.7,349.6,23.9,416.3,16,1478.7,23.6,1541.4,19.8,2038.2,25.2
1221,1362.5,25.7,349.6,23.9,416.3,16,1475.7,23.6,1526.7,19.8,2038.2,25.2
1222,1376,25.7,348.1,24.2,419.3,16,1476.8,23.6,1526.7,19.8,2040.8,25.2
1223,1390.6,25.3,348.1,24.2,419.3,16,1471,23.9,1506.3,19.8,2044.3,25
1224,1403.1,25.3,348.4,24.2,427.3,16.2,1471,23.9,1496.4,19.8,2042.1,25
1225,1416.5,25.3,346.9,24.2,430.2,16.2,1469.3,23.9,1481.1,20.4,2042.1,25
1226,1429.5,25.3,343.2,24.2,433.2,16.2,1458.9,23.7,1481.1,20.4,2019.3,25.2
1227,1429.5,26.2,346.9,24.2,433.6,16.2,1459.8,23.7,1470.8,20.4,1993,25.2
1228,1441.5,26.2,345.4,24.2,435.1,16,1459.8,23.7,1465.5,20,1963.5,25.2
1229,1441.5,26.2,345.4,24.2,432.1,16,1467.1,23.7,1466.7,20,1963.5,25.2
1230,1467.6,25.8,348.9,23.7,430.9,16,1470.1,23.7,1464.1,20,1960,25.1
1231,1467.6,25.8,354.1,23.7,433.2,16.6,1467,23.7,1460,20,1975.8,25.1
1232,1482.1,25.8,357.8,23.7,435.1,16.6,1467,23.7,1458.8,20.9,1975.8,25.1
1233,1498.8,25.8,357.8,24.4,435.1,16.6,1459.2,23.7,1453.8,20.9,1975.8,25.1
1234,1514.5,25.7,359.3,24.4,438.8,16.6,1459.2,24.2,1453.8,20.9,1966.8,25
1235,1514.5,25.7,359.8,24.4,444.1,16.2,1449.3,24.2,1451.5,20.9,1950.4,25
1236,1546.5,25.7,362.1,24.4,444.3,16.2,1449.3,24.2,1452.9,20.6,1936.3,25
1237,1563.5,25.7,362.1,24.6,444.3,16.2,1450.3,24,1452.9,20.6,1911.3,24.9
1238,1577.5,25.8,362.1,24.6,445.8,16.2,1449.9,24,1448.7,20.6,1892.3,24.9
1239,1577.5,25.8,361.3,24.6,448.6,15.9,1450.2,24,1448.4,20.9,1866,24.9
1240,1586.3,25.8,360.6,24.6,452.7,15.9,1450.2,24,1445.7,20.9,1866,24.9
1241,1588.8,25.6,360.6,24,456.4,15.9,1445.5,25.2,1450.3,20.9,1853.4,24.8
1242,1588.8,25.6,358.2,24,456.4,16.5,1447.3,25.2,1450.3,20.9,1841.8,24.8
1243,1585.6,25.6,357,24,468.3,16.5,1453,25.2,1449.9,20.8,1846.6,24.8
1244,1585.6,25.6,357,24.5,468.3,16.5,1453,25.2,1433,20.8,1846.6,24.8
1245,1587.5,25.3,357,24.5,468.9,16.5,1465.2,23.8,1433,20.8,1846.6,25.4
1246,1591,25.3,363.8,24.5,474.8,16.4,1465.2,23.8,1427.5,20.8,1860.9,25.4
1247,1588.8,25.3,365.4,24.5,483.4,16.4,1461.6,23.8,1421.4,21.4,1860.9,25.4
1248,1588.8,25.3,364.6,24.2,483.4,16.4,1460.1,25.5,1417.5,21.4,1858.8,25.2
1249,1617.3,25.4,357.9,24.2,493.3,16.4,1448.5,25.5,1417.5,21.4,1844.3,25.2
1250,1634,25.4,357.3,24.2,493.3,16.5,1437.8,25.5,1412.1,21.7,1827.3,25.2
1251,1661,25.4,354.6,24.2,505,16.5,1437.8,25.5,1412.1,21.7,1830.9,25.2
1252,1682.8,26.1,354.6,24.8,505,16.5,1437.8,23.7,1412.3,21.7,1830.9,24.9
1253,1703.7,26.1,350.8,24.8,509.4,16.5,1428.6,23.7,1412.3,21.7,1837,24.9
1254,1703.7,26.1,350.8,24.8,509.4,16.5,1432.8,23.7,1410.9,20.9,1848,24.9
1255,1708.3,26.1,358.2,24.6,523.6,16.5,1432.8,23.7,1410.1,20.9,1835.8,24.9
1256,1712.1,25.4,358.2,24.6,528.9,16.5,1440.3,24.1,1409.3,20.9,1835.8,25.1
1257,1712.1,25.4,360,24.6,532.5,17.3,1445,24.1,1409.3,20.9,1815.6,25.1
1258,1722,25.4,360,24.6,536.3,17.3,1436.4,24.1,1405.6,21.3,1815.6,25.1
1259,1731.3,25.4,360.8,24.1,553.4,17.3,1436.4,24.3,1405,21.3,1806.3,24.6
1260,1731.3,25.5,360.8,24.1,553.4,17.3,1429.5,24.3,1408.5,21.3,1806.3,24.6
1261,1754.5,25.5,361.2,24.1,558.8,16.3,1419.3,24.3,1408.5,21.1,1815.9,24.6
1262,1754.5,25.5,361.2,24.1,558.1,16.3,1414.6,24.3,1408.5,21.1,1818.6,24.6
1263,1768.2,25.8,380.6,24,562.4,16.3,1414.6,24.2,1410.8,21.1,1813.5,25.3
1264,1799.5,25.8,380.6,24,562.4,17.1,1406.3,24.2,1412.1,21.1,1813.5,25.3
1265,1805,25.8,407.3,24,564.8,17.1,1406.3,24.2,1412.1,21.5,1801.8,25.3
1266,1805,25.8,407.3,24.2,576.6,17.1,1407.9,24.2,1412.7,21.5,1780,25.3
1267,1809.9,25,424.5,24.2,584.7,17.1,1407.9,24.9,1411.5,21.5,1749.1,25.3
1268,1809.9,25,424.5,24.2,584.7,16.8,1408.2,24.9,1412.8,21.5,1749.1,25.3
1269,1819,25,430.2,24.2,588.6,16.8,1413.3,24.9,1412.8,22.1,1739.7,25.3
1270,1819,25,448.1,24.5,602.5,16.8,1412.3,24.2,1420.6,22.1,1692.5,25.1
1271,1827.1,26,476.3,24.5,607.8,16.8,1412.3,24.2,1429,22.1,1692.5,25.1
1272,1837.5,26,476.3,24.5,607.8,17.2,1402.6,24.2,1429,22.2,1692.5,25.1
1273,1846.5,26,493.9,24.5,616.9,17.2,1393.5,24.2,1428.5,22.2,1668.5,25.1
1274,1846.5,25.3,527.1,23.8,637.9,17.2,1384.5,24.8,1428.5,22.2,1675.5,24.9
1275,1854.3,25.3,527.1,23.8,637.9,17.3,1384.5,24.8,1426.3,22.2,1686.8,24.9
1276,1865.8,25.3,527.1,23.8,637.9,17.3,1368.3,24.8,1412.4,22.2,1693.2,24.9
1277,1875,25.3,566.5,24.1,655.6,17.3,1353.1,24.8,1401.9,22.2,1695.1,24.9
1278,1892.5,25.2,608.3,24.1,661.9,17.3,1353.1,24.3,1401.9,22.2,1669.3,24.5
1279,1892.5,25.2,608.3,24.1,673.5,17.1,1353.1,24.3,1394.3,22.2,1669.3,24.5
1280,1917.4,25.2,681,24.1,681,17.1,1341.8,24.3,1395,21.9,1657.2,24.5
1281,1933.6,25.2,744.4,23.9,690,17.1,1338,24.6,1392.1,21.9,1657.2,24.3
1282,1933.6,25.2,773.3,23.9,711.9,17.1,1333.3,24.6,1392.1,21.9,1622.7,24.3
1283,1947.4,25.2,797.7,23.9,711.9,17.6,1333.3,24.6,1384.6,22.6,1622.7,24.3
1284,1977.3,25.2,797.7,23.9,711.9,17.6,1319.3,24.6,1384.6,22.6,1622,24.3
1285,1983,25.9,835.5,23.3,720.1,17.6,1319.3,24.3,1383.3,22.6,1626.8,25
1286,1989.1,25.9,882.4,23.3,736,17.6,1316.5,24.3,1383.3,22.6,1629.8,25
1287,1989.1,25.9,900.1,23.3,736,17.6,1320.6,24.3,1381.8,22.8,1633.8,25
1288,1978.9,25.9,915.4,23.1,742.8,17.6,1320.9,24.3,1381.8,22.8,1626.3,25
1289,1982.3,25.5,941.7,23.1,751.9,17.6,1324.2,24.5,1372.2,22.8,1626.3,24.8
1290,1982.5,25.5,985,23.1,745,17.6,1324.2,24.5,1372.2,22.8,1619.1,24.8
1291,1992.6,25.5,985,23.1,745,17.6,1324.2,24.5,1357,22.4,1619.1,24.8
1292,2003.1,25.5,1001.1,23.4,736.2,17.6,1297.8,24.5,1357,22.4,1616.1,23.9
1293,2003.1,25.7,1001.1,23.4,736.2,17.6,1289.3,24.5,1355.7,22.4,1609.3,23.9
1294,2010.8,25.7,1054.6,23.4,752.7,17.3,1289.3,24.5,1355.3,23.2,1605.8,23.9
1295,2020,25.7,1074.6,23.4,752.7,17.3,1287.3,24.5,1354.5,23.2,1605.8,23.9
1296,2051.3,25.5,1102.2,22.7,765.3,17.3,1287.3,24.1,1354.5,23.2,1608.9,24.7
1297,2051.3,25.5,1126.3,22.7,774,17.2,1272.1,24.1,1352.5,23.2,1609.5,24.7
1298,2081.8,25.5,1163,22.7,773.1,17.2,1272.1,24.1,1353.3,23.4,1615,24.7
1299,2118.9,25.5,1163,22.8,773.1,17.2,1256.5,24.1,1344.9,23.4,1615,24.7
1300,2124.6,24.8,1171,22.8,771.3,17.2,1246,24,1344.9,23.4,1616.7,24.3
1301,2124.6,24.8,1192.3,22.8,778.5,18.1,1248.6,24,1337.1,23.4,1628,24.3
1302,2130.6,24.8,1200,22.8,785.7,18.1,1248.6,24,1337.1,23,1636.8,24.3
1303,2123.7,24.8,1200,23.3,785.7,18.1,1247.7,23.4,1333.8,23,1636.8,24.4
1304,2131,25,1218,23.3,784.4,18.1,1263,23.4,1333.8,23,1638.3,24.4
1305,2131,25,1237,23.3,785.1,17.7,1266,23.4,1335.8,23.2,1630.6,24.4
1306,2139.8,25,1247.1,23.3,785.1,17.7,1266,23.4,1333.3,23.2,1623.9,24.4
1307,2143.5,25.4,1247.1,22.6,782.7,17.7,1269.6,24.4,1326.5,23.2,1621.2,23.9
1308,2167.7,25.4,1270.8,22.6,787.5,17.5,1270.6,24.4,1326.5,23.2,1621.2,23.9
1309,2179.7,25.4,1286.4,22.6,790.5,17.5,1286.3,24.4,1308.3,23.4,1618.5,23.9
1310,2185.2,25.4,1319.3,23,798.3,17.5,1286.3,24.4,1308.3,23.4,1618.5,23.9
1311,2169,25.2,1319.3,23,798.3,17.5,1290.9,24.7,1307.1,23.4,1616.4,24.4
1312,2162.3,25.2,1323.9,23,812.4,17.8,1288,24.7,1307.1,23.4,1610.4,24.4
1313,2162.3,25.2,1369.5,23,821.1,17.8,1296.9,24.7,1313.8,23.6,1598.7,24.4
1314,2155.5,25.2,1369.5,23.4,821.1,17.8,1299.3,24.3,1317.9,23.6,1598.7,24.4
1315,2137.7,24.8,1369.5,23.4,821.1,17.8,1299.3,24.3,1317.3,23.6,1602.8,24.4
1316,2132.4,24.8,1377,23.4,822.9,17.7,1308,24.3,1317.5,23.7,1624.5,24.4
1317,2132.4,24.8,1384.6,23.4,821.5,17.7,1319.1,24.3,1317.5,23.7,1624.5,24.4
1318,2120.4,25,1392.5,23.2,819.9,17.7,1323,24,1314.6,23.7,1631.1,24.2
1319,2108.5,25,1404.9,23.2,815.7,17.5,1323,24,1314.6,23.7,1634,24.2
1320,2108.3,25,1404.9,23.2,816.9,17.5,1328.3,24,1306.3,23.3,1634,24.2
1321,2109.6,25,1423.2,23.3,818.7,17.5,1328.3,24,1306.3,23.3,1625,24.2
1322,2108.1,25.5,1423.2,23.3,818.7,17.5,1329.8,23.9,1295,23.3,1625,24.3
1323,2107,25.5,1423.2,23.3,820.5,17.4,1329.8,23.9,1295,23.3,1616.4,24.3
1324,2107,25.5,1427.1,23.3,820.5,17.4,1356.6,23.9,1292,23.2,1609.3,24.3
1325,2107,25.5,1432,23.3,829.2,17.4,1356.6,25,1292,23.2,1610.1,24.4
1326,2100.4,24.2,1435.2,23.3,829.2,17.4,1362.3,25,1297.8,23.2,1610.1,24.4
1327,2084.8,24.2,1434,23.3,827.4,17.9,1362.3,25,1297.8,23.5,1608.6,24.4
1328,2084.8,24.2,1434,23.3,829,17.9,1353.9,25,1297,23.5,1608.6,24.4
1329,2077.5,25.4,1422.1,23.2,833.7,17.9,1353.9,24,1297.6,23.5,1608.6,24.3
1330,2036.5,25.4,1419.6,23.2,833.7,18.1,1350,24,1294,23.5,1608.6,24.3
1331,2018.4,25.4,1413.6,23.2,832.6,18.1,1350,24,1286.4,23.9,1615.6,24.3
1332,2018.4,25.4,1410.9,23.4,832.6,18.1,1363.6,24,1280.8,23.9,1621.3,24.3
1333,1988.5,25.4,1410.9,23.4,819.6,18.1,1363.6,24.3,1281.6,23.9,1629.8,23.8
1334,1945.5,25.4,1400.7,23.4,819.6,17.4,1367.1,24.3,1285,23.9,1629.8,23.8
1335,1916.7,25.4,1395.1,23.4,812.3,17.4,1370.5,24.3,1285,24,1628.8,23.8
1336,1916.7,25.4,1383.1,22.7,818.3,17.4,1368,24.2,1291,24,1624.3,24.2
1337,1902.9,25.5,1354.3,22.7,823,17.4,1371,24.2,1293.3,24,1617.1,24.2
1338,1879.6,25.5,1354.3,22.7,823,17.9,1368.3,24.2,1291.2,24.3,1607,24.2
1339,1852,25.5,1336.8,22.7,820.2,17.9,1379.1,24.2,1291.2,24.3,1591.8,24.2
1340,1852,24.9,1310.5,23.3,817.9,17.9,1387.5,23.9,1287.1,24.3,1585.6,24.3
1341,1839.3,24.9,1301.8,23.3,809.5,18.1,1397.5,23.9,1286.1,24.3,1592.4,24.3
1342,1823.4,24.9,1301.8,23.3,809.5,18.1,1405.3,23.9,1286.1,23.8,1592.4,24.3
1343,1814.3,24.9,1292,23.3,804,18.1,1405.3,23.9,1286.1,23.8,1600.3,24.3
1344,1814.3,26.1,1294.2,23.3,805,18.1,1405.5,24.1,1284.8,23.8,1601.5,24
1345,1790.1,26.1,1296.3,23.3,804.6,17.8,1405.5,24.1,1286.1,23.8,1599.8,24
1346,1781.7,26.1,1296.3,23.3,804.6,17.8,1393.8,24.1,1286.4,24.1,1596.9,24
1347,1777.2,26.1,1299.8,23.6,800.9,17.8,1385.1,23.7,1286.4,24.1,1596.9,24.2
1348,1777.2,25.7,1298.7,23.6,793.6,17.8,1384.6,23.7,1281.5,24.1,1590.3,24.2
1349,1768.5,25.7,1299.5,23.6,788.5,18.4,1384.6,23.7,1280.7,24.3,1590.3,24.2
1350,1761.1,25.7,1299.5,23.6,783.3,18.4,1388.5,23.7,1280.7,24.3,1590.3,24.2
1351,1761.1,25.7,1301,23.8,783.3,18.4,1406.1,24.6,1281.8,24.3,1572.9,23.8
1352,1761.1,25.7,1299.9,23.8,784.2,18.5,1411.8,24.6,1281.8,24.3,1572.9,23.8
1353,1743.8,25.7,1292,23.8,784.2,18.5,1409.8,24.6,1295.8,23.8,1571.8,23.8
1354,1716.6,25.7,1292,23.2,783,18.5,1409.8,24.6,1295.8,23.8,1573,23.8
1355,1708.8,25.1,1287.3,23.2,784.9,18.5,1401,23.7,1296.1,23.8,1578.9,24.6
1356,1708.8,25.1,1287.3,23.2,782.3,19.1,1401,23.7,1293.8,23.8,1581.1,24.6
1357,1701.1,25.1,1284.5,23.2,782.3,19.1,1402.8,23.7,1289.1,24.1,1578.9,24.6
1358,1701.1,25.1,1286.4,22.8,781.9,19.1,1408.8,23.6,1289,24.1,1575.3,24.6
1359,1691.5,25.5,1290.3,22.8,781.9,19.1,1427.7,23.6,1290.8,24.1,1563.1,24.6
1360,1686.9,25.5,1290.3,22.8,782.1,18.8,1427.7,23.6,1295.4,23.6,1558.8,24.6
1361,1686.9,25.5,1288.5,22.8,782.1,18.8,1427.7,23.6,1293.8,23.6,1558.8,24.6
1362,1645.3,25.2,1289.7,23.4,774.1,18.8,1435.5,23.2,1293.8,23.6,1557.6,24.3
1363,1621.8,25.2,1285,23.4,774.1,19.1,1454.1,23.2,1288.6,23.6,1557.6,24.3
1364,1564.6,25.2,1286.1,23.4,766.5,19.1,1454.1,23.2,1281.1,24.3,1552.3,24.3
1365,1564.6,25.2,1286.1,24,770.9,19.1,1455.5,23.2,1281.1,24.3,1551.6,24.3
1366,1536.9,25.2,1286.1,24,770.3,19.1,1455.5,24.2,1280.5,24.3,1544,24
1367,1536.9,25.2,1292.8,24,775,19.1,1465.5,24.2,1283.1,24.3,1544,24
1368,1525.5,25.2,1299.1,24,773.3,19.1,1474.6,24.2,1289.5,24,1552.3,24
1369,1518,25.2,1299.1,22.6,773.3,19.1,1481.5,23.7,1291.8,24,1552.3,24.3
1370,1476.8,25,1306.2,22.6,763.8,19.1,1488.3,23.7,1291.8,24,1552.6,24.3
1371,1476.8,25,1320.3,22.6,762.8,18.9,1503.5,23.7,1293.9,24.3,1562.3,24.3
1372,1451.5,25,1325.7,22.6,763.8,18.9,1503.5,23.7,1290.5,24.3,1561.2,24.3
1373,1376,25.6,1325.7,23.4,763.8,18.9,1515.1,23.6,1280,24.3,1561.2,24.5
1374,1355.8,25.6,1329.5,23.4,766,19.5,1515.1,23.6,1280,24.3,1561,24.5
1375,1355.8,25.6,1330.8,23.4,760.5,19.5,1505.8,23.6,1271.1,24.6,1568.8,24.5
1376,1338.9,25.6,1330.3,23.4,766.4,19.5,1505.8,23.6,1271.1,24.6,1571.8,24.5
1377,1328.1,24.6,1330.3,23.4,766.4,19.5,1499.3,23.6,1270.5,24.6,1571.8,24.4
1378,1326.6,24.6,1320.5,23.4,768.4,19.8,1512,23.6,1270.5,24.6,1581.8,24.4
1379,1326.6,24.6,1320.5,23.4,773.5,19.8,1522,23.6,1267.8,23.9,1581.8,24.4
1380,1319.3,24.6,1309.5,23.4,769.4,19.8,1522,23.5,1266.8,23.9,1581.8,24.2
1381,1311.8,24.8,1309.5,23.4,769.4,19.8,1532.1,23.5,1265.3,23.9,1584.9,24.2
1382,1281.1,24.8,1301.4,23.4,769,20.2,1542.1,23.5,1265.3,24.3,1584.9,24.2
1383,1281.1,24.8,1300.5,23.4,769.6,20.2,1545.5,23.5,1265.5,24.3,1594.5,24.2
1384,1252,24.8,1300.6,23.1,769.6,20.2,1545.8,23.6,1268.3,24.3,1594.5,24.5
1385,1252,24.8,1300.6,23.1,769.6,19.7,1545.8,23.6,1269,24.3,1601.5,24.5
1386,1245.6,24.8,1297.8,23.1,765.6,19.7,1541.8,23.6,1269,23.9,1601.5,24.5
1387,1239.1,24.8,1301.7,23.3,762.4,19.7,1546.2,23.6,1269,23.9,1612.2,24.5
1388,1222.5,24.9,1296.5,23.3,762.4,19.7,1546.2,23.5,1270.2,23.9,1618.5,24.1
1389,1205.7,24.9,1296.5,23.3,763.8,19.9,1550.4,23.5,1271.3,23.9,1618.5,24.1
1390,1205.7,24.9,1288.6,23.3,770.1,19.9,1565.5,23.5,1273.6,23.8,1621.6,24.1
1391,1173.6,24.9,1294.2,23.6,770.1,19.9,1569.9,24,1271.5,23.8,1621.6,24.1
1392,1173.6,25.5,1294.2,23.6,767.4,19.9,1569.9,24,1270.5,23.8,1622.8,24.1
1393,1125.6,25.5,1294.2,23.6,767.9,20.4,1565.7,24,1270.5,24,1619.3,24.1
1394,1097.4,25.5,1302.6,23.6,767.9,20.4,1565.7,24,1270.5,24,1610.1,24.1
1395,1064.5,24.4,1306.6,22.7,782.5,20.4,1559.7,23.6,1273.2,24,1610.4,23.7
1396,1064.5,24.4,1309.8,22.7,782.5,20.6,1559.7,23.6,1277.1,24,1610.4,23.7
1397,1045.5,24.4,1308,22.7,790,20.6,1563,23.6,1277.1,24.2,1624.3,23.7
1398,1045.5,24.4,1307.8,23,790,20.6,1591.6,23.6,1281.3,24.2,1624.3,23.7
1399,1018.2,24.7,1300.5,23,774.6,20.6,1591.6,23.5,1281.3,24.2,1638.6,24.1
1400,1018.2,24.7,1300.5,23,774.6,20.4,1594.3,23.5,1295.1,24.2,1638.6,24.1
1401,997,24.7,1298.1,23,770.7,20.4,1594.3,23.5,1295.1,23.9,1645,24.1
1402,981.6,24.7,1298.1,23.4,770.7,20.4,1580.5,23.9,1298.1,23.9,1643,23.7
1403,963.3,25.1,1311.9,23.4,775.2,20.4,1573.2,23.9,1298.3,23.9,1642.2,23.7
1404,935.5,25.1,1311.9,23.4,775.2,20.7,1568.4,23.9,1298,24,1642.2,23.7
1405,919,25.1,1310.3,23.4,773.3,20.7,1572.1,23.9,1298,24,1640.1,23.7
1406,919,25.4,1312.5,24,775.2,20.7,1579.5,24.1,1305.9,24,1632.9,24.1
1407,909.1,25.4,1310,24,778.4,21.1,1579.5,24.1,1320.9,24,1624.6,24.1
1408,890.9,25.4,1300.8,24,778.4,21.1,1598.1,24.1,1332,24.2,1624.6,24.1
1409,882.6,25.4,1298.1,23.8,778.6,21.1,1599.8,24.1,1332,24.2,1617.5,24.1
1410,869.7,25.4,1299,23.8,781.2,21.1,1596.6,23.6,1335.3,24.2,1599.6,24.3
